ID	ChoiceA	ChoiceB	ChoiceC	ChoiceD
7281	Camera definition A	Reach definition B	Would definition C	Kid definition D
7282	Cost definition A	May definition B	Record definition C	Heavy definition D
7283	What definition A	Night definition B	Hour definition C	Area definition D
7284	Mr definition A	Near definition B	Prove definition C	Rather definition D
7285	Response definition A	Nor definition B	List definition C	Artist definition D
7286	Almost definition A	Identify definition B	Support definition C	Bill definition D
7287	Interest definition A	Value definition B	Message definition C	Truth definition D
7288	Break definition A	Nice definition B	Network definition C	Require definition D
7289	Involve definition A	Particularly definition B	Authority definition C	Cold definition D
7290	Easy definition A	Along definition B	Do definition C	Hand definition D
7291	Water definition A	About definition B	Say definition C	Current definition D
7292	No definition A	Long definition B	Second definition C	Avoid definition D
7293	Suggest definition A	Bank definition B	Place definition C	Still definition D
7294	Always definition A	Alone definition B	Loss definition C	Subject definition D
7295	Reach definition A	Else definition B	Major definition C	Stay definition D
7296	Station definition A	Discussion definition B	Near definition C	Ground definition D
7297	Score definition A	House definition B	Section definition C	Customer definition D
7298	Far definition A	Energy definition B	Let definition C	Law definition D
7299	Administration definition A	Almost definition B	Door definition C	Pass definition D
7300	Major definition A	Budget definition B	Provide definition C	Long definition D
7301	Do definition A	Nature definition B	Explain definition C	Both definition D
7302	Sea definition A	Television definition B	College definition C	Anything definition D
7303	Carry definition A	Trial definition B	American definition C	Kind definition D
7304	Think definition A	Suggest definition B	Kind definition C	Human definition D
7305	Pretty definition A	Imagine definition B	Campaign definition C	Soon definition D
7306	Treatment definition A	Probably definition B	Building definition C	Design definition D
7307	Keep definition A	Special definition B	Scene definition C	Machine definition D
7308	Walk definition A	As definition B	Leader definition C	News definition D
7309	Others definition A	Lot definition B	Owner definition C	Chance definition D
7310	Born definition A	Detail definition B	Recent definition C	These definition D
7311	Sport definition A	However definition B	Simply definition C	Society definition D
7312	Particular definition A	Party definition B	Can definition C	Stay definition D
7313	Office definition A	Father definition B	Me definition C	No definition D
7314	Arm definition A	Action definition B	Where definition C	Upon definition D
7315	Concern definition A	Already definition B	Tell definition C	Exactly definition D
7316	Let definition A	Sound definition B	Early definition C	Happen definition D
7317	Decade definition A	That definition B	Statement definition C	Lawyer definition D
7318	Couple definition A	Car definition B	Summer definition C	Employee definition D
7319	Third definition A	Different definition B	Subject definition C	Decide definition D
7320	Market definition A	Voice definition B	Tell definition C	World definition D
7321	Enter definition A	We definition B	Deal definition C	Before definition D
7322	Brother definition A	Market definition B	Bar definition C	Describe definition D
7323	Test definition A	Heavy definition B	Until definition C	Far definition D
7324	Deep definition A	Artist definition B	Until definition C	Course definition D
7325	Movement definition A	Happy definition B	Control definition C	International definition D
7326	Enter definition A	Production definition B	Discover definition C	Those definition D
7327	Thousand definition A	Dark definition B	Meeting definition C	Someone definition D
7328	Truth definition A	Entire definition B	The definition C	Probably definition D
7329	Card definition A	Budget definition B	Bring definition C	Cover definition D
7330	Black definition A	Could definition B	Pm definition C	Pass definition D
7331	Entire definition A	Everything definition B	Write definition C	Next definition D
7332	Watch definition A	Institution definition B	Region definition C	President definition D
7333	Step definition A	Test definition B	Study definition C	In definition D
7334	Them definition A	Most definition B	Relationship definition C	Pressure definition D
7335	Senior definition A	Lose definition B	Several definition C	Pull definition D
7336	Social definition A	High definition B	Resource definition C	Doctor definition D
7337	Part definition A	Owner definition B	Near definition C	True definition D
7338	Else definition A	Five definition B	From definition C	Protect definition D
7339	Standard definition A	Machine definition B	Toward definition C	Open definition D
7340	Enjoy definition A	Read definition B	Probably definition C	Plan definition D
7341	Away definition A	Least definition B	Summer definition C	Last definition D
7342	While definition A	Suggest definition B	Rather definition C	Agree definition D
7343	When definition A	Alone definition B	Fall definition C	Send definition D
7344	Sign definition A	Level definition B	Music definition C	Force definition D
7345	Magazine definition A	According definition B	There definition C	Hundred definition D
7346	Anyone definition A	Certain definition B	Statement definition C	Politics definition D
7347	Pull definition A	Sure definition B	Race definition C	Form definition D
7348	Hit definition A	Season definition B	Answer definition C	Music definition D
7349	Front definition A	Magazine definition B	Second definition C	Mouth definition D
7350	Man definition A	Room definition B	Travel definition C	Writer definition D
7351	Bag definition A	Apply definition B	Remember definition C	Record definition D
7352	Activity definition A	Probably definition B	Husband definition C	Take definition D
7353	Alone definition A	Institution definition B	Available definition C	Home definition D
7354	Role definition A	Beautiful definition B	Property definition C	Free definition D
7355	Far definition A	Experience definition B	Past definition C	Send definition D
7356	Fine definition A	Give definition B	Institution definition C	Exist definition D
7357	Might definition A	We definition B	Once definition C	Building definition D
7358	Eye definition A	Necessary definition B	Fight definition C	Interesting definition D
7359	Economic definition A	West definition B	Serious definition C	Address definition D
7360	Manage definition A	Standard definition B	She definition C	Staff definition D
7361	Network definition A	Full definition B	Player definition C	Reduce definition D
7362	Speak definition A	Receive definition B	Feel definition C	Call definition D
7363	Forget definition A	Beyond definition B	Dark definition C	Clear definition D
7364	Relate definition A	Positive definition B	Than definition C	Phone definition D
7365	Indeed definition A	Final definition B	Bad definition C	Listen definition D
7366	Long definition A	Several definition B	Bill definition C	Young definition D
7367	Full definition A	Maintain definition B	Policy definition C	Environment definition D
7368	Consumer definition A	Especially definition B	Election definition C	Performance definition D
7369	Particular definition A	Include definition B	Clearly definition C	Light definition D
7370	Exist definition A	Protect definition B	Of definition C	Success definition D
7371	Detail definition A	Example definition B	At definition C	Region definition D
7372	Hotel definition A	Everyone definition B	While definition C	Think definition D
7373	Matter definition A	Admit definition B	Finally definition C	Candidate definition D
7374	Hundred definition A	Sometimes definition B	Station definition C	Available definition D
7375	Health definition A	Particular definition B	Whose definition C	Good definition D
7376	Relationship definition A	Necessary definition B	Network definition C	Best definition D
7377	Before definition A	Somebody definition B	Decision definition C	Us definition D
7378	Might definition A	Approach definition B	Part definition C	Anything definition D
7379	Trade definition A	Growth definition B	Artist definition C	Him definition D
7380	Laugh definition A	Now definition B	Majority definition C	Remain definition D
7381	Send definition A	Down definition B	Appear definition C	Democrat definition D
7382	Page definition A	Fast definition B	Magazine definition C	North definition D
7383	Discover definition A	Seat definition B	Speech definition C	What definition D
7384	Land definition A	Case definition B	Without definition C	Trip definition D
7385	It definition A	Baby definition B	Look definition C	Ball definition D
7386	Able definition A	Out definition B	Do definition C	Good definition D
7387	Ok definition A	Data definition B	Imagine definition C	Crime definition D
7388	Particularly definition A	Speech definition B	Hotel definition C	Perhaps definition D
7389	Ago definition A	Learn definition B	Strategy definition C	Last definition D
7390	Remember definition A	Defense definition B	Mean definition C	Happen definition D
7391	Check definition A	East definition B	Else definition C	Today definition D
7392	Power definition A	Such definition B	Politics definition C	Perhaps definition D
7393	Reach definition A	Individual definition B	Inside definition C	Important definition D
7394	Indicate definition A	Create definition B	Help definition C	Student definition D
7395	Recent definition A	Boy definition B	Life definition C	Easy definition D
7396	Financial definition A	Fish definition B	Run definition C	Crime definition D
7397	Nearly definition A	Particularly definition B	Budget definition C	Laugh definition D
7398	Fly definition A	Book definition B	Form definition C	Upon definition D
7399	Perhaps definition A	Piece definition B	Democratic definition C	Success definition D
7400	Health definition A	Nearly definition B	Identify definition C	Foreign definition D
7401	Impact definition A	From definition B	Themselves definition C	Together definition D
7402	Artist definition A	Image definition B	Process definition C	Report definition D
7403	Once definition A	Candidate definition B	Above definition C	Each definition D
7404	Wife definition A	Indicate definition B	Sort definition C	Crime definition D
7405	Recently definition A	After definition B	Everyone definition C	Sea definition D
7406	Business definition A	Continue definition B	Us definition C	Mention definition D
7407	Strategy definition A	Particular definition B	Word definition C	Among definition D
7408	Above definition A	Involve definition B	Seem definition C	Performance definition D
7409	Include definition A	Officer definition B	Employee definition C	Range definition D
7410	Receive definition A	Serious definition B	Property definition C	Interview definition D
7411	Stuff definition A	Stage definition B	Participant definition C	Maybe definition D
7412	Paper definition A	Follow definition B	Fact definition C	Four definition D
7413	Smile definition A	Here definition B	Suggest definition C	Far definition D
7414	Relate definition A	Rock definition B	Wear definition C	Cause definition D
7415	Successful definition A	Thank definition B	Quite definition C	Hotel definition D
7416	I definition A	Thousand definition B	Field definition C	Group definition D
7417	Skin definition A	Respond definition B	Husband definition C	Test definition D
7418	Such definition A	Collection definition B	Bag definition C	Western definition D
7419	Daughter definition A	Use definition B	As definition C	Against definition D
7420	Full definition A	Inside definition B	Already definition C	She definition D
7421	Gas definition A	Recognize definition B	Animal definition C	Read definition D
7422	Popular definition A	Data definition B	Certain definition C	Moment definition D
7423	Left definition A	Kind definition B	Them definition C	Meet definition D
7424	Number definition A	Increase definition B	Find definition C	Environmental definition D
7425	Once definition A	Business definition B	Call definition C	Free definition D
7426	Present definition A	Foot definition B	Wish definition C	Happen definition D
7427	Through definition A	Language definition B	Crime definition C	Actually definition D
7428	Property definition A	Commercial definition B	Step definition C	Environment definition D
7429	Produce definition A	Guess definition B	Go definition C	Kid definition D
7430	Well definition A	This definition B	Kitchen definition C	Wind definition D
7431	Since definition A	Form definition B	Heavy definition C	Conference definition D
7432	Travel definition A	South definition B	Focus definition C	Development definition D
7433	Interesting definition A	Live definition B	Meeting definition C	Hand definition D
7434	One definition A	School definition B	Contain definition C	Spring definition D
7435	Many definition A	Some definition B	Tough definition C	Evidence definition D
7436	People definition A	Day definition B	Military definition C	Hundred definition D
7437	Plant definition A	Watch definition B	Time definition C	Six definition D
7438	Join definition A	Such definition B	College definition C	Wide definition D
7439	Us definition A	Nearly definition B	Sign definition C	Television definition D
7440	Real definition A	Inside definition B	Huge definition C	Sound definition D
7441	Left definition A	Key definition B	Law definition C	Decision definition D
7442	Least definition A	True definition B	Price definition C	Book definition D
7443	Life definition A	Much definition B	Consumer definition C	Start definition D
7444	Expect definition A	Memory definition B	Vote definition C	Million definition D
7445	Degree definition A	Look definition B	Tonight definition C	Claim definition D
7446	Check definition A	Under definition B	Opportunity definition C	Thought definition D
7447	Few definition A	Big definition B	Kind definition C	Method definition D
7448	Process definition A	Food definition B	Five definition C	Interview definition D
7449	There definition A	Sell definition B	Success definition C	Suddenly definition D
7450	Rest definition A	Power definition B	Between definition C	Despite definition D
7451	Share definition A	White definition B	Herself definition C	Small definition D
7452	Easy definition A	Democrat definition B	Discuss definition C	Movement definition D
7453	Possible definition A	Firm definition B	Man definition C	What definition D
7454	This definition A	Trip definition B	Organization definition C	President definition D
7455	Center definition A	Citizen definition B	Soon definition C	Over definition D
7456	Statement definition A	Yard definition B	Part definition C	Next definition D
7457	Challenge definition A	Strong definition B	Maintain definition C	Kid definition D
7458	Remain definition A	Billion definition B	Lay definition C	Ahead definition D
7459	Ten definition A	Skin definition B	Reason definition C	Strong definition D
7460	Nature definition A	Special definition B	Special definition C	Off definition D
7461	Research definition A	Painting definition B	Source definition C	Across definition D
7462	Black definition A	Camera definition B	News definition C	Become definition D
7463	Bill definition A	Republican definition B	Manager definition C	Within definition D
7464	These definition A	It definition B	Even definition C	Instead definition D
7465	Issue definition A	Threat definition B	Goal definition C	Begin definition D
7466	Little definition A	Management definition B	Even definition C	Manage definition D
7467	Indicate definition A	Research definition B	Fish definition C	Natural definition D
7468	Step definition A	According definition B	Skin definition C	Green definition D
7469	Old definition A	Analysis definition B	Lead definition C	Enough definition D
7470	Gas definition A	Behind definition B	Art definition C	Must definition D
7471	Him definition A	Unit definition B	Choose definition C	Box definition D
7472	Next definition A	Score definition B	Itself definition C	Medical definition D
7473	Adult definition A	Leader definition B	Tend definition C	After definition D
7474	Grow definition A	Herself definition B	Phone definition C	Later definition D
7475	Space definition A	Force definition B	Listen definition C	Understand definition D
7476	Put definition A	Administration definition B	Worker definition C	Only definition D
7477	Fast definition A	Expert definition B	Health definition C	House definition D
7478	The definition A	Positive definition B	Land definition C	Represent definition D
7479	Role definition A	Not definition B	Probably definition C	Report definition D
7480	Bag definition A	Century definition B	Mouth definition C	Kind definition D
7481	Whole definition A	Energy definition B	Current definition C	Manager definition D
7482	Police definition A	Get definition B	Must definition C	Simple definition D
7483	Manager definition A	Scientist definition B	Agreement definition C	Foreign definition D
7484	Common definition A	Mention definition B	Contain definition C	Movement definition D
7485	Medical definition A	Mind definition B	Live definition C	Stand definition D
7486	Life definition A	Research definition B	Ball definition C	Note definition D
7487	Air definition A	Down definition B	Spend definition C	Discover definition D
7488	Compare definition A	The definition B	Memory definition C	Thank definition D
7489	Claim definition A	Tough definition B	Hundred definition C	Kind definition D
7490	Close definition A	Off definition B	Help definition C	Instead definition D
7491	Friend definition A	Open definition B	Piece definition C	Include definition D
7492	Control definition A	During definition B	Southern definition C	Threat definition D
7493	Foot definition A	Security definition B	For definition C	Law definition D
7494	Daughter definition A	Charge definition B	Analysis definition C	Baby definition D
7495	Cup definition A	Know definition B	Any definition C	Today definition D
7496	Follow definition A	Near definition B	Network definition C	Green definition D
7497	Everybody definition A	Rise definition B	Discuss definition C	Think definition D
7498	Bill definition A	Structure definition B	View definition C	Only definition D
7499	Range definition A	Television definition B	Any definition C	Company definition D
7500	Father definition A	Study definition B	With definition C	Table definition D
7501	Ask definition A	Natural definition B	Majority definition C	Establish definition D
7502	Child definition A	Explain definition B	Resource definition C	Book definition D
7503	Dream definition A	Board definition B	Do definition C	Religious definition D
7504	Choose definition A	Parent definition B	Health definition C	Factor definition D
7505	Ability definition A	Story definition B	Direction definition C	Method definition D
7506	Agency definition A	West definition B	Vote definition C	Culture definition D
7507	Describe definition A	Produce definition B	Cup definition C	Person definition D
7508	Possible definition A	Memory definition B	Tough definition C	Purpose definition D
7509	Pretty definition A	Stand definition B	Cold definition C	Finally definition D
7510	Paper definition A	Federal definition B	Opportunity definition C	Mind definition D
7511	Management definition A	Lawyer definition B	Strategy definition C	Yourself definition D
7512	Movie definition A	Information definition B	Fight definition C	Themselves definition D
7513	Watch definition A	Executive definition B	Itself definition C	Positive definition D
7514	Recently definition A	Government definition B	Break definition C	Ago definition D
7515	Open definition A	He definition B	If definition C	Bag definition D
7516	With definition A	Ready definition B	Thank definition C	Resource definition D
7517	Miss definition A	Enjoy definition B	Develop definition C	Sit definition D
7518	Century definition A	Lawyer definition B	Factor definition C	Call definition D
7519	Open definition A	I definition B	Degree definition C	Particular definition D
7520	Land definition A	Herself definition B	Teach definition C	Mr definition D
7521	Once definition A	Fire definition B	Stock definition C	Dark definition D
7522	Style definition A	Either definition B	See definition C	Who definition D
7523	Message definition A	Reason definition B	Drop definition C	Want definition D
7524	Else definition A	Feel definition B	Night definition C	On definition D
7525	Check definition A	History definition B	At definition C	Method definition D
7526	Impact definition A	Herself definition B	Anyone definition C	Case definition D
7527	Remember definition A	Among definition B	Training definition C	Message definition D
7528	Service definition A	Establish definition B	Candidate definition C	Situation definition D
7529	Enjoy definition A	Tend definition B	Matter definition C	Medical definition D
7530	As definition A	Common definition B	Rate definition C	Partner definition D
7531	Eight definition A	Interest definition B	Present definition C	Painting definition D
7532	Successful definition A	Impact definition B	Current definition C	Answer definition D
7533	National definition A	Her definition B	Audience definition C	Skin definition D
7534	Pm definition A	Herself definition B	Institution definition C	Remember definition D
7535	Kind definition A	Fire definition B	Professional definition C	Seven definition D
7536	Police definition A	Scene definition B	White definition C	Crime definition D
7537	Local definition A	Agency definition B	Protect definition C	Medical definition D
7538	Organization definition A	Air definition B	Man definition C	Find definition D
7539	Voice definition A	Enough definition B	Whole definition C	Friend definition D
7540	Treat definition A	Wall definition B	Then definition C	Glass definition D
7541	Question definition A	Age definition B	Spring definition C	Ball definition D
7542	Me definition A	Girl definition B	Adult definition C	Memory definition D
7543	Market definition A	What definition B	Officer definition C	Mean definition D
7544	Key definition A	North definition B	Home definition C	Director definition D
7545	Manage definition A	Happy definition B	Anyone definition C	All definition D
7546	We definition A	Dream definition B	Professor definition C	Woman definition D
7547	Meet definition A	Clear definition B	Create definition C	Admit definition D
7548	Amount definition A	Life definition B	Artist definition C	Amount definition D
7549	Conference definition A	Listen definition B	Service definition C	Mind definition D
7550	Big definition A	Article definition B	Western definition C	Recognize definition D
7551	Why definition A	Recently definition B	Color definition C	Through definition D
7552	Daughter definition A	After definition B	Offer definition C	Current definition D
7553	Different definition A	Happy definition B	Family definition C	Remember definition D
7554	Team definition A	Cause definition B	Century definition C	On definition D
7555	Along definition A	Produce definition B	Interesting definition C	Nothing definition D
7556	Suddenly definition A	Up definition B	Pull definition C	White definition D
7557	Road definition A	Goal definition B	Wind definition C	Serious definition D
7558	Friend definition A	Class definition B	Option definition C	Movement definition D
7559	Determine definition A	But definition B	Short definition C	Old definition D
7560	Happy definition A	Everyone definition B	Church definition C	Force definition D
7561	Sense definition A	Save definition B	Read definition C	Change definition D
7562	Hot definition A	Share definition B	Not definition C	Area definition D
7563	Any definition A	Professor definition B	Today definition C	Opportunity definition D
7564	Pull definition A	Need definition B	Main definition C	Bag definition D
7565	Enough definition A	Represent definition B	Sign definition C	Maybe definition D
7566	Thus definition A	Walk definition B	Surface definition C	Attorney definition D
7567	Window definition A	Family definition B	Street definition C	Form definition D
7568	Picture definition A	Drug definition B	Make definition C	Budget definition D
7569	Science definition A	Dog definition B	Through definition C	Wonder definition D
7570	Four definition A	Play definition B	Art definition C	Person definition D
7571	There definition A	Ready definition B	Kitchen definition C	Travel definition D
7572	Reality definition A	Decision definition B	Shoulder definition C	Should definition D
7573	Vote definition A	Consider definition B	Her definition C	Somebody definition D
7574	Will definition A	It definition B	Expert definition C	The definition D
7575	Civil definition A	Painting definition B	Along definition C	Agree definition D
7576	By definition A	Rate definition B	Small definition C	Type definition D
7577	Image definition A	Behavior definition B	Say definition C	Military definition D
7578	Keep definition A	Difficult definition B	Necessary definition C	Law definition D
7579	Side definition A	Degree definition B	Less definition C	Expect definition D
7580	Their definition A	Address definition B	Moment definition C	Business definition D
7581	Claim definition A	Along definition B	Sing definition C	Tend definition D
7582	Amount definition A	Night definition B	Region definition C	Indeed definition D
7583	Rate definition A	Eye definition B	Past definition C	Together definition D
7584	Officer definition A	Easy definition B	Offer definition C	Building definition D
7585	Close definition A	Art definition B	Information definition C	Fight definition D
7586	Light definition A	Authority definition B	Full definition C	Some definition D
7587	Draw definition A	Much definition B	Our definition C	Almost definition D
7588	Next definition A	Threat definition B	Woman definition C	Collection definition D
7589	Group definition A	While definition B	Organization definition C	Walk definition D
7590	Employee definition A	Hard definition B	American definition C	That definition D
7591	Take definition A	Movie definition B	Middle definition C	West definition D
7592	Everyone definition A	Concern definition B	Side definition C	Bill definition D
7593	Six definition A	Evidence definition B	Soldier definition C	Kind definition D
7594	Present definition A	Effect definition B	Throughout definition C	Center definition D
7595	Public definition A	Their definition B	Sometimes definition C	More definition D
7596	Present definition A	Three definition B	Dog definition C	Series definition D
7597	Enter definition A	Hour definition B	Through definition C	Major definition D
7598	Professional definition A	From definition B	Thought definition C	Manage definition D
7599	Perform definition A	Rise definition B	Tree definition C	Option definition D
7600	Whom definition A	Treatment definition B	He definition C	Effect definition D
7601	New definition A	Perform definition B	Beyond definition C	South definition D
7602	Decide definition A	Explain definition B	Father definition C	Management definition D
7603	Discover definition A	High definition B	Speak definition C	Design definition D
7604	Recognize definition A	Street definition B	Father definition C	Particular definition D
7605	The definition A	Tough definition B	Show definition C	Clear definition D
7606	Head definition A	Church definition B	Against definition C	Air definition D
7607	Build definition A	System definition B	Rate definition C	Woman definition D
7608	Few definition A	Live definition B	Different definition C	Career definition D
7609	Stuff definition A	Determine definition B	Machine definition C	Reach definition D
7610	Call definition A	Executive definition B	Interesting definition C	Feel definition D
7611	Bad definition A	Body definition B	Office definition C	Safe definition D
7612	Conference definition A	Word definition B	Health definition C	Family definition D
7613	Reason definition A	Through definition B	Plant definition C	Address definition D
7614	Stock definition A	Future definition B	Remain definition C	Feeling definition D
7615	Late definition A	Control definition B	Mr definition C	Network definition D
7616	Back definition A	Nice definition B	Lead definition C	Arrive definition D
7617	Quite definition A	Just definition B	Later definition C	Happy definition D
7618	Contain definition A	Recently definition B	Pick definition C	We definition D
7619	Treatment definition A	Soon definition B	Close definition C	Give definition D
7620	Entire definition A	Want definition B	Explain definition C	Bit definition D
7621	Around definition A	Pressure definition B	Understand definition C	Successful definition D
7622	Color definition A	Model definition B	Do definition C	So definition D
7623	Two definition A	History definition B	Officer definition C	Best definition D
7624	Blue definition A	Behavior definition B	Big definition C	Perhaps definition D
7625	Draw definition A	Program definition B	Ready definition C	Share definition D
7626	Turn definition A	Situation definition B	Read definition C	South definition D
7627	Green definition A	Half definition B	Difficult definition C	Position definition D
7628	Have definition A	Near definition B	Mean definition C	Whatever definition D
7629	Citizen definition A	Affect definition B	Model definition C	Main definition D
7630	Trial definition A	Thing definition B	Share definition C	They definition D
7631	Finish definition A	Everything definition B	Figure definition C	Suddenly definition D
7632	Popular definition A	Under definition B	Issue definition C	Happy definition D
7633	Mention definition A	Dark definition B	Necessary definition C	True definition D
7634	Gas definition A	Staff definition B	Either definition C	Current definition D
7635	Western definition A	Size definition B	Mean definition C	Generation definition D
7636	New definition A	Sound definition B	Politics definition C	Glass definition D
7637	Fly definition A	Understand definition B	Affect definition C	Heart definition D
7638	Together definition A	Factor definition B	Thought definition C	Mission definition D
7639	Poor definition A	No definition B	Still definition C	Peace definition D
7640	Require definition A	Situation definition B	Within definition C	Compare definition D
7641	Heavy definition A	Yeah definition B	Or definition C	Relationship definition D
7642	Republican definition A	School definition B	Morning definition C	Low definition D
7643	With definition A	Role definition B	Out definition C	Republican definition D
7644	Range definition A	Follow definition B	Foreign definition C	A definition D
7645	Environmental definition A	Capital definition B	Analysis definition C	International definition D
7646	Actually definition A	Guess definition B	Into definition C	Page definition D
7647	Traditional definition A	Fall definition B	Wrong definition C	Environmental definition D
7648	Sea definition A	Car definition B	Piece definition C	Budget definition D
7649	Safe definition A	Official definition B	Artist definition C	Girl definition D
7650	With definition A	Yes definition B	Loss definition C	Above definition D
7651	Data definition A	Job definition B	Mother definition C	Body definition D
7652	Indeed definition A	If definition B	Know definition C	Effect definition D
7653	Gas definition A	Fire definition B	Hot definition C	City definition D
7654	Single definition A	Ground definition B	Read definition C	Suddenly definition D
7655	Voice definition A	Military definition B	Main definition C	Nothing definition D
7656	Go definition A	Which definition B	That definition C	Nation definition D
7657	Get definition A	Hit definition B	Production definition C	Program definition D
7658	Size definition A	Cell definition B	True definition C	Medical definition D
7659	Station definition A	Make definition B	Cost definition C	Radio definition D
7660	Well definition A	All definition B	Argue definition C	International definition D
7661	Rock definition A	Cultural definition B	Building definition C	Shake definition D
7662	Provide definition A	Indeed definition B	Least definition C	Manager definition D
7663	Pick definition A	Staff definition B	Father definition C	Alone definition D
7664	Attorney definition A	Owner definition B	On definition C	One definition D
7665	Information definition A	Line definition B	Among definition C	Computer definition D
7666	Clear definition A	Role definition B	Everybody definition C	Pattern definition D
7667	Spring definition A	Site definition B	Central definition C	Add definition D
7668	Hotel definition A	Control definition B	Audience definition C	Big definition D
7669	That definition A	Seem definition B	Natural definition C	American definition D
7670	Anyone definition A	Admit definition B	Executive definition C	Determine definition D
7671	Various definition A	Sea definition B	Fly definition C	Forward definition D
7672	Nothing definition A	Couple definition B	Others definition C	Court definition D
7673	Blood definition A	Mouth definition B	Study definition C	Trip definition D
7674	Indeed definition A	Rock definition B	Lead definition C	You definition D
7675	Different definition A	Itself definition B	Human definition C	Alone definition D
7676	Consumer definition A	Pattern definition B	These definition C	With definition D
7677	Direction definition A	Under definition B	Just definition C	Half definition D
7678	Increase definition A	Big definition B	Strategy definition C	Point definition D
7679	Beautiful definition A	Medical definition B	Ability definition C	Star definition D
7680	Teach definition A	Himself definition B	Price definition C	Situation definition D
7681	Travel definition A	Almost definition B	Truth definition C	Avoid definition D
7682	Fall definition A	Piece definition B	Group definition C	Station definition D
7683	Suffer definition A	Available definition B	Last definition C	None definition D
7684	Describe definition A	Personal definition B	Garden definition C	Test definition D
7685	Price definition A	Successful definition B	Within definition C	Across definition D
7686	Congress definition A	Condition definition B	Current definition C	Fear definition D
7687	Section definition A	Talk definition B	Reality definition C	Really definition D
7688	She definition A	Accept definition B	Heavy definition C	Parent definition D
7689	Way definition A	Offer definition B	Artist definition C	Event definition D
7690	Billion definition A	Way definition B	Age definition C	Admit definition D
7691	Special definition A	Human definition B	Real definition C	Through definition D
7692	Deep definition A	Drop definition B	Heart definition C	Middle definition D
7693	Outside definition A	Beat definition B	Civil definition C	Board definition D
7694	Treatment definition A	Rich definition B	Green definition C	Raise definition D
7695	On definition A	Hour definition B	Us definition C	Culture definition D
7696	Election definition A	Do definition B	Ten definition C	Foreign definition D
7697	Model definition A	Consider definition B	East definition C	Just definition D
7698	Least definition A	Out definition B	Him definition C	Start definition D
7699	Artist definition A	Thing definition B	Notice definition C	Go definition D
7700	Ready definition A	Hand definition B	As definition C	Particularly definition D
7701	Most definition A	Raise definition B	Whom definition C	Man definition D
7702	War definition A	Goal definition B	Adult definition C	War definition D
7703	Successful definition A	Suggest definition B	Food definition C	Table definition D
7704	Pick definition A	Instead definition B	Church definition C	Their definition D
7705	Certainly definition A	Lose definition B	Finish definition C	Around definition D
7706	Positive definition A	Each definition B	Although definition C	Suddenly definition D
7707	Catch definition A	Price definition B	Worker definition C	Plan definition D
7708	Personal definition A	Meet definition B	Fear definition C	Democratic definition D
7709	Memory definition A	Well definition B	Stand definition C	Fire definition D
7710	Prevent definition A	Race definition B	Bring definition C	Major definition D
7711	Artist definition A	Maintain definition B	Stage definition C	With definition D
7712	Color definition A	Never definition B	Whom definition C	Culture definition D
7713	Me definition A	Speech definition B	Outside definition C	Anything definition D
7714	Grow definition A	Open definition B	Myself definition C	Step definition D
7715	Hand definition A	Successful definition B	Say definition C	Choice definition D
7716	Mind definition A	Month definition B	Set definition C	Story definition D
7717	Through definition A	They definition B	House definition C	Show definition D
7718	Expect definition A	South definition B	Often definition C	Majority definition D
7719	Everything definition A	Wish definition B	Laugh definition C	Least definition D
7720	Feel definition A	Approach definition B	Republican definition C	Compare definition D
7721	Rest definition A	Give definition B	Southern definition C	Life definition D
7722	Student definition A	Report definition B	Finally definition C	Or definition D
7723	For definition A	Consumer definition B	Among definition C	Lot definition D
7724	Phone definition A	Industry definition B	Site definition C	Matter definition D
7725	Cover definition A	Firm definition B	Apply definition C	Quickly definition D
7726	Somebody definition A	With definition B	Discover definition C	Thought definition D
7727	Share definition A	Individual definition B	World definition C	Number definition D
7728	Away definition A	Exist definition B	Less definition C	Worker definition D
7729	Few definition A	Nor definition B	Newspaper definition C	Specific definition D
7730	Partner definition A	Really definition B	More definition C	Consumer definition D
7731	Hair definition A	Want definition B	Education definition C	Through definition D
7732	Yes definition A	Computer definition B	Yard definition C	Child definition D
7733	Official definition A	Total definition B	Live definition C	New definition D
7734	All definition A	Rate definition B	Way definition C	Start definition D
7735	North definition A	Series definition B	It definition C	City definition D
7736	Long definition A	Former definition B	Check definition C	Sign definition D
7737	Former definition A	Southern definition B	Soldier definition C	Character definition D
7738	Mr definition A	Usually definition B	Last definition C	Onto definition D
7739	College definition A	Nor definition B	Point definition C	Various definition D
7740	Street definition A	That definition B	Those definition C	Road definition D
7741	Well definition A	Box definition B	Condition definition C	Sign definition D
7742	Learn definition A	Effort definition B	Us definition C	Yet definition D
7743	Person definition A	Customer definition B	Thing definition C	Nor definition D
7744	Any definition A	Green definition B	Wife definition C	Stop definition D
7745	Prevent definition A	Home definition B	Woman definition C	Feel definition D
7746	Candidate definition A	Pressure definition B	Race definition C	Tough definition D
7747	Ten definition A	Pick definition B	Theory definition C	Stand definition D
7748	Check definition A	Certain definition B	Address definition C	Describe definition D
7749	Buy definition A	Response definition B	Room definition C	Sort definition D
7750	Present definition A	Employee definition B	Enough definition C	Modern definition D
7751	Action definition A	Camera definition B	National definition C	Could definition D
7752	Tax definition A	Oil definition B	Reflect definition C	Hour definition D
7753	Activity definition A	Writer definition B	Whom definition C	Year definition D
7754	Remember definition A	No definition B	Explain definition C	Several definition D
7755	End definition A	Possible definition B	Thank definition C	Chance definition D
